Product_ID,Product_Name,Category,Warehouse,Location,Quantity,Price,Supplier,stock_status,Last_Restocked,Total_inventory
1167, widget b ,Cloths,Warehouse 3,Aisle 5,50,9.99,Supplier B,Out of Stock,27-11-2024,499.50 
1841, widget b ,Cloths,Warehouse 1,Aisle 4,NaN,19.99,Supplier B,In Stock,28-11-2024,NULL
1042, gadget y ,Cloths,Warehouse 3,Aisle 5,100,9.99,Supplier D,In Stock,29-11-2024,999.00 
1555, widget a ,Toys,Warehouse 2,Aisle 5,50,9.99,Supplier B,Low Stock,30-11-2024,499.50 
1284, widget a ,Toys,Warehouse 1,Aisle 5,150,49.99,Supplier A,Out of Stock,01-12-2024,7498.50 
1396, widget a ,Toys,Warehouse 1,Aisle 1,150,29.99,Supplier D,In Stock,02-12-2024,4498.50 
1011, widget a ,Toys,Warehouse 3,Aisle 1,300,9.99,Supplier D,Low Stock,03-12-2024,2997.00 
1606, widget a ,Toys,Warehouse 2,Aisle 5,NaN,19.99,Supplier D,Out of Stock,04-12-2024,NULL
1301, gadget y ,Cloths,Warehouse 3,Aisle 1,100,NaN,Supplier D,In Stock,05-12-2024,NULL
1897, widget c ,Electronic,Warehouse 3,Aisle 4,100,9.99,Supplier B,Out of Stock,06-12-2024,999.00 
1252, widget b ,Cloths,Warehouse 3,Aisle 5,300,9.99,Supplier B,Out of Stock,07-12-2024,2997.00 
1498, widget a ,Toys,Warehouse 1,Aisle 1,150,19.99,Supplier A,In Stock,08-12-2024,2998.50 
1753, widget c ,Electronic,Warehouse 1,Aisle 2,200,29.99,Supplier C,In Stock,09-12-2024,5998.00 
1034, widget c ,Electronic,Warehouse 2,Aisle 5,NaN,9.99,Supplier C,In Stock,10-12-2024,NULL
1726, widget b ,Cloths,Warehouse 2,Aisle 5,300,9.99,Supplier A,Out of Stock,11-12-2024,2997.00 
1848, gadget y ,Cloths,Warehouse 3,Aisle 4,NaN,29.99,Supplier C,Out of Stock,12-12-2024,NULL
1089, gadget x ,Furniture,Warehouse 3,Aisle 3,150,19.99,Supplier A,Low Stock,13-12-2024,2998.50 
1775, gadget x ,Furniture,Warehouse 3,Aisle 3,150,9.99,Supplier B,Out of Stock,14-12-2024,1498.50 
1604, widget c ,Electronic,Warehouse 2,Aisle 4,200,29.99,Supplier D,In Stock,15-12-2024,5998.00 
1921, gadget z ,Toys,Warehouse 1,Aisle 4,200,9.99,Supplier D,Out of Stock,16-12-2024,1998.00 
1969, gadget z ,Toys,Warehouse 1,Aisle 4,100,NaN,Supplier B,Low Stock,17-12-2024,NULL
1601, widget b ,Cloths,Warehouse 3,Aisle 3,NaN,49.99,Supplier D,Low Stock,18-12-2024,NULL
1417, gadget x ,Furniture,Warehouse 3,Aisle 4,NaN,NaN,Supplier D,In Stock,19-12-2024,NULL
1114, widget c ,Electronic,Warehouse 3,Aisle 1,150,9.99,Supplier C,In Stock,20-12-2024,1498.50 
1616, gadget y ,Cloths,Warehouse 3,Aisle 5,100,19.99,Supplier B,Low Stock,21-12-2024,1999.00 
1902, gadget x ,Furniture,Warehouse 2,Aisle 5,300,49.99,Supplier C,Low Stock,22-12-2024,14997.00 
1195, widget c ,Electronic,Warehouse 1,Aisle 2,NaN,NaN,Supplier C,Low Stock,23-12-2024,NULL
1825, widget c ,Electronic,Warehouse 3,Aisle 2,100,29.99,Supplier D,In Stock,24-12-2024,2999.00 
1500, widget a ,Toys,Warehouse 2,Aisle 5,100,19.99,Supplier D,Low Stock,25-12-2024,1999.00 
1625, gadget y ,Cloths,Warehouse 3,Aisle 1,150,NaN,Supplier B,Low Stock,26-12-2024,NULL
1492, widget a ,Toys,Warehouse 3,Aisle 3,100,29.99,Supplier D,In Stock,27-12-2024,2999.00 
1074, widget b ,Cloths,Warehouse 1,Aisle 3,200,9.99,Supplier D,Out of Stock,28-12-2024,1998.00 
1412, widget a ,Toys,Warehouse 3,Aisle 1,200,29.99,Supplier B,Out of Stock,29-12-2024,5998.00 
1375, widget a ,Toys,Warehouse 1,Aisle 3,50,NaN,Supplier D,Low Stock,30-12-2024,NULL
1419, gadget x ,Furniture,Warehouse 1,Aisle 4,150,NaN,Supplier C,Out of Stock,31-12-2024,NULL
1728, gadget z ,Toys,Warehouse 1,Aisle 5,300,9.99,Supplier B,Out of Stock,01-01-2025,2997.00 
1276, widget c ,Electronic,Warehouse 2,Aisle 5,50,29.99,Supplier D,Out of Stock,02-01-2025,1499.50 
1760, gadget y ,Cloths,Warehouse 2,Aisle 1,200,29.99,Supplier A,Out of Stock,03-01-2025,5998.00 
1675, widget a ,Toys,Warehouse 1,Aisle 3,50,9.99,Supplier B,Low Stock,04-01-2025,499.50 
1393, gadget y ,Cloths,Warehouse 3,Aisle 2,150,29.99,Supplier B,Out of Stock,05-01-2025,4498.50 
1868, gadget z ,Toys,Warehouse 1,Aisle 2,150,9.99,Supplier A,Out of Stock,06-01-2025,1498.50 
1456, gadget z ,Toys,Warehouse 3,Aisle 3,100,19.99,Supplier D,In Stock,07-01-2025,1999.00 
1919, widget a ,Toys,Warehouse 1,Aisle 2,NaN,NaN,Supplier D,Low Stock,08-01-2025,NULL
1191, widget b ,Cloths,Warehouse 3,Aisle 1,100,19.99,Supplier B,In Stock,09-01-2025,1999.00 
1738, widget a ,Toys,Warehouse 2,Aisle 1,150,49.99,Supplier B,In Stock,10-01-2025,7498.50 
1688, gadget x ,Furniture,Warehouse 3,Aisle 3,200,49.99,Supplier D,Low Stock,11-01-2025,9998.00 
1098, widget c ,Electronic,Warehouse 1,Aisle 2,300,49.99,Supplier D,Out of Stock,12-01-2025,14997.00 
1547, widget b ,Cloths,Warehouse 2,Aisle 1,200,9.99,Supplier C,In Stock,13-01-2025,1998.00 
1977, widget a ,Toys,Warehouse 3,Aisle 1,100,29.99,Supplier B,Low Stock,14-01-2025,2999.00 
1998, gadget y ,Cloths,Warehouse 3,Aisle 4,300,19.99,Supplier B,Out of Stock,15-01-2025,5997.00 
1095, widget b ,Cloths,Warehouse 3,Aisle 4,150,19.99,Supplier A,Low Stock,16-01-2025,2998.50 
1663, widget b ,Cloths,Warehouse 3,Aisle 1,200,19.99,Supplier C,In Stock,17-01-2025,3998.00 
1662, widget a ,Toys,Warehouse 3,Aisle 3,150,19.99,Supplier D,Out of Stock,18-01-2025,2998.50 
1189, widget b ,Cloths,Warehouse 2,Aisle 5,300,49.99,Supplier C,Out of Stock,19-01-2025,14997.00 
1735, gadget y ,Cloths,Warehouse 2,Aisle 5,300,19.99,Supplier D,Low Stock,20-01-2025,5997.00 
1036, gadget z ,Toys,Warehouse 2,Aisle 1,200,29.99,Supplier D,Out of Stock,21-01-2025,5998.00 
1779, widget b ,Cloths,Warehouse 2,Aisle 1,150,49.99,Supplier C,In Stock,22-01-2025,7498.50 
1368, gadget z ,Toys,Warehouse 1,Aisle 1,50,19.99,Supplier B,In Stock,23-01-2025,999.50 
1694, gadget y ,Cloths,Warehouse 2,Aisle 3,150,9.99,Supplier D,In Stock,24-01-2025,1498.50 
1524, widget a ,Toys,Warehouse 3,Aisle 4,300,NaN,Supplier C,Low Stock,25-01-2025,NULL
1278, widget c ,Electronic,Warehouse 3,Aisle 1,150,NaN,Supplier A,Out of Stock,26-01-2025,NULL
1216, widget b ,Cloths,Warehouse 2,Aisle 1,100,NaN,Supplier C,Out of Stock,27-01-2025,NULL
1866, widget c ,Electronic,Warehouse 3,Aisle 2,50,49.99,Supplier A,Out of Stock,28-01-2025,2499.50 
1872, gadget y ,Cloths,Warehouse 2,Aisle 3,NaN,19.99,Supplier D,In Stock,29-01-2025,NULL
1797, widget b ,Cloths,Warehouse 3,Aisle 1,100,49.99,Supplier C,Out of Stock,30-01-2025,4999.00 
1272, gadget z ,Toys,Warehouse 1,Aisle 2,NaN,29.99,Supplier C,In Stock,31-01-2025,NULL
1880, gadget x ,Furniture,Warehouse 1,Aisle 5,200,9.99,Supplier A,Out of Stock,01-02-2025,1998.00 
1061, widget c ,Electronic,Warehouse 2,Aisle 1,NaN,9.99,Supplier C,In Stock,02-02-2025,NULL
1595, widget b ,Cloths,Warehouse 2,Aisle 1,150,NaN,Supplier C,Out of Stock,03-02-2025,NULL
1879, widget c ,Electronic,Warehouse 2,Aisle 2,NaN,NaN,Supplier D,Low Stock,04-02-2025,NULL
1728, widget b ,Cloths,Warehouse 3,Aisle 3,300,NaN,Supplier C,Low Stock,05-02-2025,NULL
1341, widget a ,Toys,Warehouse 2,Aisle 1,100,19.99,Supplier B,In Stock,06-02-2025,1999.00 
1396, gadget z ,Toys,Warehouse 1,Aisle 5,100,29.99,Supplier A,In Stock,07-02-2025,2999.00 
1698, widget c ,Electronic,Warehouse 3,Aisle 1,NaN,29.99,Supplier C,Out of Stock,08-02-2025,NULL
1018, gadget x ,Furniture,Warehouse 2,Aisle 5,100,29.99,Supplier A,Out of Stock,09-02-2025,2999.00 
1176, gadget x ,Furniture,Warehouse 3,Aisle 4,300,29.99,Supplier A,Low Stock,10-02-2025,8997.00 
1611, gadget y ,Cloths,Warehouse 3,Aisle 4,100,NaN,Supplier A,Out of Stock,11-02-2025,NULL
1395, widget b ,Cloths,Warehouse 2,Aisle 5,NaN,9.99,Supplier C,In Stock,12-02-2025,NULL
1444, widget c ,Electronic,Warehouse 3,Aisle 3,50,NaN,Supplier C,In Stock,13-02-2025,NULL
1232, gadget y ,Cloths,Warehouse 1,Aisle 1,50,29.99,Supplier A,In Stock,14-02-2025,1499.50 
1914, widget c ,Electronic,Warehouse 1,Aisle 1,200,NaN,Supplier B,In Stock,15-02-2025,NULL
1075, widget b ,Cloths,Warehouse 3,Aisle 4,100,29.99,Supplier A,In Stock,16-02-2025,2999.00 
1264, gadget x ,Furniture,Warehouse 2,Aisle 5,NaN,49.99,Supplier B,Low Stock,17-02-2025,NULL
1454, widget a ,Toys,Warehouse 3,Aisle 1,100,9.99,Supplier A,Low Stock,18-02-2025,999.00 
1795, gadget x ,Furniture,Warehouse 1,Aisle 1,150,49.99,Supplier D,In Stock,19-02-2025,7498.50 
1717, gadget y ,Cloths,Warehouse 3,Aisle 3,300,19.99,Supplier A,Out of Stock,20-02-2025,5997.00 
1734, gadget z ,Toys,Warehouse 3,Aisle 2,100,NaN,Supplier A,In Stock,21-02-2025,NULL
1383, widget a ,Toys,Warehouse 1,Aisle 4,100,19.99,Supplier C,Low Stock,22-02-2025,1999.00 
1563, gadget y ,Cloths,Warehouse 3,Aisle 4,50,NaN,Supplier B,In Stock,23-02-2025,NULL
1850, widget b ,Cloths,Warehouse 3,Aisle 2,300,49.99,Supplier D,Low Stock,24-02-2025,14997.00 
1505, widget a ,Toys,Warehouse 2,Aisle 1,NaN,29.99,Supplier B,Low Stock,25-02-2025,NULL
1366, gadget y ,Cloths,Warehouse 2,Aisle 3,100,29.99,Supplier D,In Stock,26-02-2025,2999.00 
1143, widget b ,Cloths,Warehouse 1,Aisle 3,50,NaN,Supplier A,In Stock,27-02-2025,NULL
1884, gadget x ,Furniture,Warehouse 1,Aisle 4,200,29.99,Supplier C,Out of Stock,28-02-2025,5998.00 
1068, gadget z ,Toys,Warehouse 1,Aisle 3,300,49.99,Supplier C,Low Stock,01-03-2025,14997.00 
1098, widget b ,Cloths,Warehouse 2,Aisle 2,50,29.99,Supplier B,Out of Stock,02-03-2025,1499.50 
1395, widget c ,Electronic,Warehouse 1,Aisle 1,50,49.99,Supplier C,In Stock,03-03-2025,2499.50 
1024, widget b ,Cloths,Warehouse 1,Aisle 2,50,19.99,Supplier B,Low Stock,04-03-2025,999.50 
1947, widget b ,Cloths,Warehouse 1,Aisle 5,100,49.99,Supplier B,Out of Stock,05-03-2025,4999.00 
1890, gadget z ,Toys,Warehouse 2,Aisle 4,100,9.99,Supplier D,Out of Stock,06-03-2025,999.00 
1468, widget c ,Electronic,Warehouse 3,Aisle 3,200,9.99,Supplier B,Out of Stock,07-03-2025,1998.00 
1483, gadget y ,Cloths,Warehouse 1,Aisle 5,150,9.99,Supplier D,In Stock,08-03-2025,1498.50 
1564, gadget y ,Cloths,Warehouse 3,Aisle 3,150,NaN,Supplier C,In Stock,09-03-2025,NULL
1150, widget b ,Cloths,Warehouse 1,Aisle 1,150,NaN,Supplier B,In Stock,10-03-2025,NULL
1143, widget c ,Electronic,Warehouse 3,Aisle 1,300,NaN,Supplier B,Low Stock,11-03-2025,NULL
1568, widget c ,Electronic,Warehouse 2,Aisle 1,300,49.99,Supplier A,In Stock,12-03-2025,14997.00 
1038, gadget z ,Toys,Warehouse 2,Aisle 3,200,NaN,Supplier B,Low Stock,13-03-2025,NULL
1108, gadget x ,Furniture,Warehouse 1,Aisle 5,300,19.99,Supplier B,Out of Stock,14-03-2025,5997.00 
1692, gadget y ,Cloths,Warehouse 3,Aisle 1,150,9.99,Supplier A,Out of Stock,15-03-2025,1498.50 
1041, gadget z ,Toys,Warehouse 2,Aisle 5,150,49.99,Supplier A,In Stock,16-03-2025,7498.50 
1185, widget a ,Toys,Warehouse 1,Aisle 3,50,9.99,Supplier C,Out of Stock,17-03-2025,499.50 
1934, gadget y ,Cloths,Warehouse 1,Aisle 5,300,NaN,Supplier B,In Stock,18-03-2025,NULL
1397, gadget z ,Toys,Warehouse 2,Aisle 3,100,49.99,Supplier C,Low Stock,19-03-2025,4999.00 
1222, gadget y ,Cloths,Warehouse 2,Aisle 3,100,29.99,Supplier C,Out of Stock,20-03-2025,2999.00 
1633, gadget x ,Furniture,Warehouse 1,Aisle 4,50,19.99,Supplier A,In Stock,21-03-2025,999.50 
1132, widget a ,Toys,Warehouse 3,Aisle 3,50,NaN,Supplier D,Out of Stock,22-03-2025,NULL
1162, gadget x ,Furniture,Warehouse 3,Aisle 3,50,NaN,Supplier C,Out of Stock,23-03-2025,NULL
1214, widget a ,Toys,Warehouse 3,Aisle 2,100,19.99,Supplier D,In Stock,24-03-2025,1999.00 
1732, widget b ,Cloths,Warehouse 1,Aisle 1,150,19.99,Supplier B,Out of Stock,25-03-2025,2998.50 
1234, gadget z ,Toys,Warehouse 2,Aisle 4,50,29.99,Supplier A,Out of Stock,26-03-2025,1499.50 
1842, widget a ,Toys,Warehouse 1,Aisle 4,200,NaN,Supplier B,Out of Stock,27-03-2025,NULL
1657, gadget x ,Furniture,Warehouse 2,Aisle 4,50,NaN,Supplier B,Out of Stock,28-03-2025,NULL
1750, gadget y ,Cloths,Warehouse 3,Aisle 2,NaN,9.99,Supplier A,Low Stock,29-03-2025,NULL
1587, widget a ,Toys,Warehouse 3,Aisle 3,50,49.99,Supplier B,Out of Stock,30-03-2025,2499.50 
1008, gadget z ,Toys,Warehouse 2,Aisle 1,100,49.99,Supplier A,Out of Stock,31-03-2025,4999.00 
1073, widget a ,Toys,Warehouse 2,Aisle 5,300,9.99,Supplier D,In Stock,01-04-2025,2997.00 
1953, widget c ,Electronic,Warehouse 1,Aisle 3,50,49.99,Supplier B,Low Stock,02-04-2025,2499.50 
1491, gadget y ,Cloths,Warehouse 3,Aisle 2,300,19.99,Supplier A,In Stock,03-04-2025,5997.00 
1912, gadget z ,Toys,Warehouse 1,Aisle 3,NaN,49.99,Supplier C,In Stock,04-04-2025,NULL
1252, gadget z ,Toys,Warehouse 1,Aisle 3,200,49.99,Supplier B,In Stock,05-04-2025,9998.00 
1229, widget b ,Cloths,Warehouse 1,Aisle 2,300,9.99,Supplier D,Low Stock,06-04-2025,2997.00 
1518, gadget x ,Furniture,Warehouse 3,Aisle 4,150,29.99,Supplier A,In Stock,07-04-2025,4498.50 
1173, widget b ,Cloths,Warehouse 1,Aisle 4,50,49.99,Supplier B,In Stock,08-04-2025,2499.50 
1652, gadget z ,Toys,Warehouse 1,Aisle 1,NaN,49.99,Supplier B,In Stock,09-04-2025,NULL
1167, gadget y ,Cloths,Warehouse 1,Aisle 1,NaN,29.99,Supplier B,Out of Stock,10-04-2025,NULL
1169, widget a ,Toys,Warehouse 1,Aisle 4,300,9.99,Supplier D,In Stock,11-04-2025,2997.00 
1392, widget a ,Toys,Warehouse 1,Aisle 5,200,29.99,Supplier A,Low Stock,12-04-2025,5998.00 
1945, gadget y ,Cloths,Warehouse 1,Aisle 3,100,9.99,Supplier C,Low Stock,13-04-2025,999.00 
1794, gadget z ,Toys,Warehouse 3,Aisle 5,50,19.99,Supplier C,Out of Stock,14-04-2025,999.50 
1633, widget a ,Toys,Warehouse 1,Aisle 3,NaN,9.99,Supplier C,Low Stock,15-04-2025,NULL
1193, widget a ,Toys,Warehouse 2,Aisle 4,200,19.99,Supplier A,Low Stock,16-04-2025,3998.00 
1516, widget a ,Toys,Warehouse 1,Aisle 1,150,19.99,Supplier C,Out of Stock,17-04-2025,2998.50 
1028, gadget x ,Furniture,Warehouse 1,Aisle 1,NaN,9.99,Supplier D,In Stock,18-04-2025,NULL
1164, gadget x ,Furniture,Warehouse 3,Aisle 5,200,NaN,Supplier A,Out of Stock,19-04-2025,NULL
1421, widget c ,Electronic,Warehouse 3,Aisle 1,100,9.99,Supplier B,In Stock,20-04-2025,999.00 
1338, widget b ,Cloths,Warehouse 2,Aisle 4,100,49.99,Supplier D,In Stock,21-04-2025,4999.00 
1647, gadget y ,Cloths,Warehouse 2,Aisle 5,NaN,49.99,Supplier B,Low Stock,22-04-2025,NULL
1495, gadget y ,Cloths,Warehouse 3,Aisle 3,NaN,NaN,Supplier C,Out of Stock,23-04-2025,NULL
1364, gadget y ,Cloths,Warehouse 3,Aisle 1,300,19.99,Supplier D,Low Stock,24-04-2025,5997.00 
1832, widget c ,Electronic,Warehouse 1,Aisle 2,50,NaN,Supplier A,Low Stock,25-04-2025,NULL
1341, gadget x ,Furniture,Warehouse 3,Aisle 1,200,49.99,Supplier D,In Stock,26-04-2025,9998.00 
1499, gadget z ,Toys,Warehouse 2,Aisle 3,NaN,NaN,Supplier B,Low Stock,27-04-2025,NULL
1656, gadget z ,Toys,Warehouse 1,Aisle 5,50,9.99,Supplier A,Out of Stock,28-04-2025,499.50 
1510, widget c ,Electronic,Warehouse 2,Aisle 3,300,NaN,Supplier D,Low Stock,29-04-2025,NULL
1326, gadget z ,Toys,Warehouse 1,Aisle 2,50,19.99,Supplier D,Low Stock,30-04-2025,999.50 
1216, gadget y ,Cloths,Warehouse 3,Aisle 4,NaN,9.99,Supplier D,In Stock,01-05-2025,NULL
1300, widget b ,Cloths,Warehouse 2,Aisle 1,100,29.99,Supplier D,Out of Stock,02-05-2025,2999.00 
1131, widget a ,Toys,Warehouse 1,Aisle 5,200,49.99,Supplier A,Low Stock,03-05-2025,9998.00 
1803, gadget x ,Furniture,Warehouse 1,Aisle 4,200,49.99,Supplier B,In Stock,04-05-2025,9998.00 
1069, gadget x ,Furniture,Warehouse 3,Aisle 3,100,NaN,Supplier D,Low Stock,05-05-2025,NULL
1251, widget c ,Electronic,Warehouse 3,Aisle 5,NaN,9.99,Supplier A,Out of Stock,06-05-2025,NULL
1414, gadget x ,Furniture,Warehouse 3,Aisle 4,200,29.99,Supplier B,Low Stock,07-05-2025,5998.00 
1786, gadget y ,Cloths,Warehouse 2,Aisle 5,NaN,9.99,Supplier D,Low Stock,08-05-2025,NULL
1444, gadget z ,Toys,Warehouse 1,Aisle 2,300,49.99,Supplier B,In Stock,09-05-2025,14997.00 
1875, gadget y ,Cloths,Warehouse 3,Aisle 2,NaN,9.99,Supplier B,Low Stock,10-05-2025,NULL
1181, widget c ,Electronic,Warehouse 2,Aisle 1,50,29.99,Supplier A,In Stock,11-05-2025,1499.50 
1166, gadget y ,Cloths,Warehouse 2,Aisle 1,100,NaN,Supplier B,Out of Stock,12-05-2025,NULL
1090, gadget z ,Toys,Warehouse 2,Aisle 2,NaN,19.99,Supplier A,Low Stock,13-05-2025,NULL
1713, widget b ,Cloths,Warehouse 3,Aisle 5,300,9.99,Supplier D,Out of Stock,14-05-2025,2997.00 
1857, widget c ,Electronic,Warehouse 3,Aisle 2,150,19.99,Supplier B,Out of Stock,15-05-2025,2998.50 
1530, widget b ,Cloths,Warehouse 1,Aisle 1,100,49.99,Supplier B,Low Stock,16-05-2025,4999.00 
1038, widget a ,Toys,Warehouse 1,Aisle 2,200,NaN,Supplier C,In Stock,17-05-2025,NULL
1125, widget b ,Cloths,Warehouse 3,Aisle 2,50,NaN,Supplier D,Out of Stock,18-05-2025,NULL
1450, widget a ,Toys,Warehouse 2,Aisle 5,200,9.99,Supplier D,Out of Stock,19-05-2025,1998.00 
1172, widget a ,Toys,Warehouse 2,Aisle 4,300,NaN,Supplier C,Low Stock,20-05-2025,NULL
1652, widget b ,Cloths,Warehouse 2,Aisle 1,300,9.99,Supplier C,Low Stock,21-05-2025,2997.00 
1753, widget c ,Electronic,Warehouse 1,Aisle 5,200,9.99,Supplier A,Low Stock,22-05-2025,1998.00 
1219, gadget z ,Toys,Warehouse 2,Aisle 2,100,19.99,Supplier A,Low Stock,23-05-2025,1999.00 
1637, gadget y ,Cloths,Warehouse 1,Aisle 2,200,NaN,Supplier B,Low Stock,24-05-2025,NULL
1057, gadget y ,Cloths,Warehouse 1,Aisle 4,NaN,9.99,Supplier B,Low Stock,25-05-2025,NULL
1659, gadget z ,Toys,Warehouse 2,Aisle 1,200,19.99,Supplier B,In Stock,26-05-2025,3998.00 
1475, widget a ,Toys,Warehouse 2,Aisle 1,50,29.99,Supplier B,Out of Stock,27-05-2025,1499.50 
1455, widget a ,Toys,Warehouse 3,Aisle 3,50,19.99,Supplier A,In Stock,28-05-2025,999.50 
1828, widget c ,Electronic,Warehouse 3,Aisle 1,150,19.99,Supplier D,In Stock,29-05-2025,2998.50 
1894, gadget x ,Furniture,Warehouse 2,Aisle 4,50,9.99,Supplier B,Low Stock,30-05-2025,499.50 
1360, widget b ,Cloths,Warehouse 1,Aisle 3,200,49.99,Supplier D,Out of Stock,31-05-2025,9998.00 
1934, widget a ,Toys,Warehouse 1,Aisle 3,50,49.99,Supplier B,In Stock,01-06-2025,2499.50 
1000, gadget y ,Cloths,Warehouse 1,Aisle 2,100,49.99,Supplier C,Low Stock,02-06-2025,4999.00 
1386, widget c ,Electronic,Warehouse 1,Aisle 2,50,19.99,Supplier B,Low Stock,03-06-2025,999.50 
1972, widget b ,Cloths,Warehouse 1,Aisle 1,NaN,9.99,Supplier B,Out of Stock,04-06-2025,NULL
1347, widget c ,Electronic,Warehouse 3,Aisle 3,100,NaN,Supplier B,In Stock,05-06-2025,NULL
1189, widget b ,Cloths,Warehouse 2,Aisle 2,150,19.99,Supplier A,In Stock,06-06-2025,2998.50 
1504, widget b ,Cloths,Warehouse 3,Aisle 4,NaN,19.99,Supplier C,In Stock,07-06-2025,NULL
1190, gadget z ,Toys,Warehouse 1,Aisle 2,200,9.99,Supplier B,Low Stock,08-06-2025,1998.00 
1507, widget a ,Toys,Warehouse 1,Aisle 2,200,29.99,Supplier B,Out of Stock,09-06-2025,5998.00 
1368, widget c ,Electronic,Warehouse 1,Aisle 3,200,19.99,Supplier D,Out of Stock,10-06-2025,3998.00 
1408, widget c ,Electronic,Warehouse 1,Aisle 3,NaN,29.99,Supplier C,In Stock,11-06-2025,NULL
1823, gadget z ,Toys,Warehouse 2,Aisle 5,NaN,29.99,Supplier B,Low Stock,12-06-2025,NULL
1928, gadget y ,Cloths,Warehouse 1,Aisle 4,NaN,49.99,Supplier D,In Stock,13-06-2025,NULL
1933, gadget y ,Cloths,Warehouse 2,Aisle 3,100,9.99,Supplier D,Out of Stock,14-06-2025,999.00 
1116, widget a ,Toys,Warehouse 1,Aisle 1,300,29.99,Supplier A,Low Stock,15-06-2025,8997.00 
1133, widget a ,Toys,Warehouse 2,Aisle 4,100,9.99,Supplier D,In Stock,16-06-2025,999.00 
1057, gadget x ,Furniture,Warehouse 3,Aisle 4,200,49.99,Supplier B,In Stock,17-06-2025,9998.00 
1555, gadget z ,Toys,Warehouse 1,Aisle 3,300,9.99,Supplier A,Low Stock,18-06-2025,2997.00 
1684, gadget y ,Cloths,Warehouse 2,Aisle 4,50,19.99,Supplier A,Out of Stock,19-06-2025,999.50 
1671, widget b ,Cloths,Warehouse 3,Aisle 3,200,29.99,Supplier B,Low Stock,20-06-2025,5998.00 
1172, widget c ,Electronic,Warehouse 1,Aisle 2,150,9.99,Supplier C,In Stock,21-06-2025,1498.50 
1828, widget a ,Toys,Warehouse 1,Aisle 5,100,NaN,Supplier D,In Stock,22-06-2025,NULL
1814, widget c ,Electronic,Warehouse 1,Aisle 2,NaN,9.99,Supplier A,In Stock,23-06-2025,NULL
1148, widget c ,Electronic,Warehouse 2,Aisle 3,100,29.99,Supplier C,In Stock,24-06-2025,2999.00 
1079, gadget x ,Furniture,Warehouse 2,Aisle 3,NaN,49.99,Supplier B,Out of Stock,25-06-2025,NULL
1885, gadget y ,Cloths,Warehouse 3,Aisle 2,300,49.99,Supplier D,Out of Stock,26-06-2025,14997.00 
1212, widget a ,Toys,Warehouse 2,Aisle 1,150,29.99,Supplier D,In Stock,27-06-2025,4498.50 
1202, widget c ,Electronic,Warehouse 2,Aisle 1,300,19.99,Supplier A,Out of Stock,28-06-2025,5997.00 
1763, widget a ,Toys,Warehouse 1,Aisle 1,150,19.99,Supplier D,Out of Stock,29-06-2025,2998.50 
1228, widget b ,Cloths,Warehouse 1,Aisle 3,100,49.99,Supplier D,Out of Stock,30-06-2025,4999.00 
1675, gadget x ,Furniture,Warehouse 1,Aisle 4,NaN,49.99,Supplier D,In Stock,01-07-2025,NULL
1226, widget b ,Cloths,Warehouse 1,Aisle 3,300,29.99,Supplier D,Low Stock,02-07-2025,8997.00 
1658, widget a ,Toys,Warehouse 1,Aisle 4,150,19.99,Supplier B,Low Stock,03-07-2025,2998.50 
1531, widget a ,Toys,Warehouse 1,Aisle 2,200,49.99,Supplier C,Low Stock,04-07-2025,9998.00 
1440, gadget y ,Cloths,Warehouse 1,Aisle 5,200,19.99,Supplier B,In Stock,05-07-2025,3998.00 
1401, widget c ,Electronic,Warehouse 3,Aisle 4,300,49.99,Supplier B,Out of Stock,06-07-2025,14997.00 
1046, widget c ,Electronic,Warehouse 3,Aisle 1,NaN,9.99,Supplier A,Out of Stock,07-07-2025,NULL
1232, widget b ,Cloths,Warehouse 3,Aisle 3,300,NaN,Supplier D,In Stock,08-07-2025,NULL
1304, gadget x ,Furniture,Warehouse 3,Aisle 2,100,9.99,Supplier B,In Stock,09-07-2025,999.00 
1525, gadget z ,Toys,Warehouse 1,Aisle 1,150,49.99,Supplier D,Low Stock,10-07-2025,7498.50 
1142, widget c ,Electronic,Warehouse 3,Aisle 2,100,NaN,Supplier B,Low Stock,11-07-2025,NULL
1414, gadget y ,Cloths,Warehouse 1,Aisle 5,200,NaN,Supplier B,In Stock,12-07-2025,NULL
1512, widget b ,Cloths,Warehouse 3,Aisle 3,150,49.99,Supplier A,Low Stock,13-07-2025,7498.50 
1372, widget b ,Cloths,Warehouse 2,Aisle 3,300,49.99,Supplier C,Out of Stock,14-07-2025,14997.00 
1565, gadget z ,Toys,Warehouse 3,Aisle 5,100,19.99,Supplier C,In Stock,15-07-2025,1999.00 
1885, gadget y ,Cloths,Warehouse 3,Aisle 3,50,49.99,Supplier B,In Stock,16-07-2025,2499.50 
1258, gadget x ,Furniture,Warehouse 1,Aisle 4,NaN,29.99,Supplier A,Out of Stock,17-07-2025,NULL
1655, gadget y ,Cloths,Warehouse 3,Aisle 2,NaN,49.99,Supplier D,Out of Stock,18-07-2025,NULL
1470, gadget x ,Furniture,Warehouse 2,Aisle 1,50,29.99,Supplier D,Out of Stock,19-07-2025,1499.50 
1952, gadget y ,Cloths,Warehouse 1,Aisle 5,200,49.99,Supplier B,Low Stock,20-07-2025,9998.00 
1970, gadget y ,Cloths,Warehouse 1,Aisle 4,150,19.99,Supplier C,In Stock,21-07-2025,2998.50 
